Path	x_min	y_min	x_max	y_max	Classid
Data_set/Stop/00002_00015.ppm	6	6	40	41	14
Data_set/Stop/00002_00016.ppm	5	5	41	41	14
Data_set/Stop/00002_00017.ppm	6	6	43	43	14
Data_set/Stop/00002_00018.ppm	6	6	43	43	14
Data_set/Stop/00002_00019.ppm	6	6	46	45	14
Data_set/Stop/00002_00020.ppm	6	6	48	48	14
Data_set/Stop/00002_00021.ppm	6	5	49	48	14
Data_set/Stop/00002_00022.ppm	6	6	51	51	14
Data_set/Stop/00002_00023.ppm	5	6	51	52	14
Data_set/Stop/00002_00024.ppm	5	5	54	54	14
Data_set/Stop/00002_00025.ppm	6	5	57	55	14
Data_set/Stop/00002_00026.ppm	5	5	59	59	14
Data_set/Stop/00002_00027.ppm	7	7	64	63	14
Data_set/Stop/00002_00028.ppm	6	7	65	66	14
Data_set/Stop/00002_00029.ppm	7	6	71	70	14
Data_set/Stop/00003_00000.ppm	5	6	36	38	14
Data_set/Stop/00003_00001.ppm	6	6	38	39	14
Data_set/Stop/00003_00002.ppm	5	5	38	38	14
Data_set/Stop/00003_00003.ppm	6	5	40	39	14
Data_set/Stop/00003_00004.ppm	6	5	41	40	14
Data_set/Stop/00003_00005.ppm	6	5	42	41	14
Data_set/Stop/00003_00006.ppm	5	5	42	42	14
Data_set/Stop/00003_00007.ppm	5	5	43	44	14
Data_set/Stop/00003_00008.ppm	5	6	44	46	14
Data_set/Stop/00003_00009.ppm	6	5	47	46	14
Data_set/Stop/00003_00010.ppm	6	6	48	48	14
Data_set/Stop/00003_00011.ppm	6	6	50	50	14
Data_set/Stop/00003_00012.ppm	5	5	51	52	14
Data_set/Stop/00003_00013.ppm	5	5	52	54	14
Data_set/Stop/00003_00014.ppm	6	6	56	58	14
Data_set/Stop/00003_00015.ppm	6	5	58	59	14
Data_set/Stop/00003_00016.ppm	5	6	58	61	14
Data_set/Stop/00003_00017.ppm	7	7	64	66	14
Data_set/Stop/00003_00018.ppm	7	6	66	67	14
Data_set/Stop/00003_00019.ppm	6	8	69	73	14
Data_set/Stop/00003_00020.ppm	8	7	75	75	14
Data_set/Stop/00003_00021.ppm	8	7	80	80	14
Data_set/Stop/00003_00022.ppm	8	8	85	85	14
Data_set/Stop/00003_00023.ppm	9	8	91	90	14
Data_set/Stop/00003_00024.ppm	9	9	100	99	14
Data_set/Stop/00003_00025.ppm	11	11	110	107	14
Data_set/Stop/00003_00026.ppm	11	11	118	114	14
Data_set/Stop/00003_00027.ppm	12	12	132	127	14
Data_set/Stop/00003_00028.ppm	14	14	145	140	14
Data_set/Stop/00003_00029.ppm	15	14	161	155	14
Data_set/Stop/00004_00000.ppm	6	6	32	33	14
Data_set/Stop/00004_00001.ppm	5	6	32	34	14
Data_set/Stop/00004_00002.ppm	5	6	32	35	14
Data_set/Stop/00004_00003.ppm	6	6	35	36	14
Data_set/Stop/00004_00004.ppm	6	6	34	36	14
Data_set/Stop/00004_00005.ppm	5	5	34	34	14
Data_set/Stop/00004_00006.ppm	6	5	36	37	14
Data_set/Stop/00004_00007.ppm	5	6	36	37	14
Data_set/Stop/00004_00008.ppm	6	5	39	38	14
Data_set/Stop/00004_00009.ppm	5	6	39	40	14
Data_set/Stop/00004_00010.ppm	5	6	41	41	14
Data_set/Stop/00004_00011.ppm	6	5	43	43	14
Data_set/Stop/00004_00012.ppm	6	5	44	44	14
Data_set/Stop/00004_00013.ppm	6	6	46	47	14
Data_set/Stop/00004_00014.ppm	5	6	47	48	14
Data_set/Stop/00004_00015.ppm	6	6	51	51	14
Data_set/Stop/00004_00016.ppm	5	6	52	53	14
Data_set/Stop/00004_00017.ppm	5	6	56	56	14
Data_set/Stop/00004_00018.ppm	6	5	58	58	14
Data_set/Stop/00004_00019.ppm	6	6	63	64	14
Data_set/Stop/00004_00020.ppm	7	7	69	70	14
Data_set/Stop/00004_00021.ppm	7	8	73	76	14
Data_set/Stop/00004_00022.ppm	7	7	80	81	14
Data_set/Stop/00004_00023.ppm	8	9	86	89	14
Data_set/Stop/00004_00024.ppm	10	10	96	97	14
Data_set/Stop/00004_00025.ppm	11	11	107	107	14
Data_set/Stop/00004_00026.ppm	11	12	118	119	14
Data_set/Stop/00004_00027.ppm	13	13	135	135	14
Data_set/Stop/00004_00028.ppm	15	14	154	153	14
Data_set/Stop/00004_00029.ppm	16	17	178	177	14
Data_set/Stop/00005_00000.ppm	5	6	47	48	14
Data_set/Stop/00005_00001.ppm	5	6	47	48	14
Data_set/Stop/00005_00002.ppm	5	6	47	48	14
Data_set/Stop/00005_00003.ppm	6	6	48	48	14
Data_set/Stop/00005_00004.ppm	6	6	48	48	14
Data_set/Stop/00005_00005.ppm	6	6	49	49	14
Data_set/Stop/00005_00006.ppm	5	6	48	49	14
Data_set/Stop/00005_00007.ppm	5	5	48	48	14
Data_set/Stop/00005_00008.ppm	6	6	49	49	14
Data_set/Stop/00005_00009.ppm	6	6	50	50	14
Data_set/Stop/00005_00010.ppm	5	6	49	50	14
Data_set/Stop/00005_00011.ppm	5	6	50	51	14
Data_set/Stop/00005_00012.ppm	5	6	50	52	14
Data_set/Stop/00005_00013.ppm	5	6	51	52	14
Data_set/Stop/00005_00014.ppm	6	5	52	51	14
Data_set/Stop/00005_00015.ppm	5	6	52	53	14
Data_set/Stop/00005_00016.ppm	5	6	52	53	14
Data_set/Stop/00005_00017.ppm	6	6	54	54	14
Data_set/Stop/00005_00018.ppm	6	5	55	54	14
Data_set/Stop/00005_00019.ppm	6	5	57	56	14
Data_set/Stop/00005_00020.ppm	6	5	58	57	14
Data_set/Stop/00005_00021.ppm	6	6	59	59	14
Data_set/Stop/00005_00022.ppm	7	7	62	62	14
Data_set/Stop/00005_00023.ppm	6	6	62	62	14
Data_set/Stop/00005_00024.ppm	6	7	65	66	14
Data_set/Stop/00005_00025.ppm	7	7	67	67	14
Data_set/Stop/00005_00026.ppm	6	6	68	68	14
Data_set/Stop/00005_00027.ppm	7	7	71	71	14
Data_set/Stop/00005_00028.ppm	8	8	75	75	14
Data_set/Stop/00005_00029.ppm	7	8	78	79	14
Data_set/Stop/00006_00000.ppm	6	6	26	28	14
Data_set/Stop/00006_00001.ppm	6	5	26	27	14
Data_set/Stop/00006_00002.ppm	6	5	27	28	14
Data_set/Stop/00006_00003.ppm	5	5	27	28	14
Data_set/Stop/00006_00004.ppm	5	5	28	29	14
Data_set/Stop/00006_00005.ppm	6	5	29	29	14
Data_set/Stop/00006_00006.ppm	5	6	29	31	14
Data_set/Stop/00006_00007.ppm	5	6	29	30	14
Data_set/Stop/00006_00008.ppm	5	5	32	31	14
Data_set/Stop/00006_00009.ppm	5	5	33	32	14
Data_set/Stop/00006_00010.ppm	6	6	35	34	14
Data_set/Stop/00006_00011.ppm	5	5	34	35	14
Data_set/Stop/00006_00012.ppm	6	6	37	37	14
Data_set/Stop/00006_00013.ppm	5	5	35	37	14
Data_set/Stop/00006_00014.ppm	6	6	40	40	14
Data_set/Stop/00006_00015.ppm	6	5	41	41	14
Data_set/Stop/00006_00016.ppm	5	5	41	43	14
Data_set/Stop/00006_00017.ppm	5	6	43	46	14
Data_set/Stop/00006_00018.ppm	6	5	46	47	14
Data_set/Stop/00006_00019.ppm	5	6	49	52	14
Data_set/Stop/00006_00020.ppm	6	5	54	54	14
Data_set/Stop/00006_00021.ppm	5	5	56	57	14
Data_set/Stop/00006_00022.ppm	7	6	62	61	14
Data_set/Stop/00006_00023.ppm	7	6	66	67	14
Data_set/Stop/00006_00024.ppm	6	7	69	73	14
Data_set/Stop/00006_00025.ppm	8	7	77	79	14
Data_set/Stop/00006_00026.ppm	8	9	83	87	14
Data_set/Stop/00006_00027.ppm	9	9	88	92	14
Data_set/Stop/00006_00028.ppm	9	11	97	107	14
Data_set/Stop/00006_00029.ppm	10	12	109	122	14
Data_set/Stop/00007_00000.ppm	6	6	27	27	14
Data_set/Stop/00007_00001.ppm	6	5	29	28	14
Data_set/Stop/00007_00002.ppm	5	5	30	30	14
Data_set/Stop/00007_00003.ppm	6	5	31	30	14
Data_set/Stop/00007_00004.ppm	6	6	32	32	14
Data_set/Stop/00007_00005.ppm	5	6	32	33	14
Data_set/Stop/00007_00006.ppm	6	5	34	33	14
Data_set/Stop/00007_00007.ppm	5	6	33	35	14
Data_set/Stop/00007_00008.ppm	6	6	37	36	14
Data_set/Stop/00007_00009.ppm	6	6	39	37	14
Data_set/Stop/00007_00010.ppm	6	6	41	39	14
Data_set/Stop/00007_00011.ppm	6	5	42	40	14
Data_set/Stop/00007_00012.ppm	5	6	43	43	14
Data_set/Stop/00007_00013.ppm	6	6	46	45	14
Data_set/Stop/00007_00014.ppm	5	5	47	47	14
Data_set/Stop/00007_00015.ppm	5	5	51	50	14
Data_set/Stop/00007_00016.ppm	5	6	53	53	14
Data_set/Stop/00007_00017.ppm	6	5	59	57	14
Data_set/Stop/00007_00018.ppm	7	7	64	63	14
Data_set/Stop/00007_00019.ppm	7	6	68	66	14
Data_set/Stop/00007_00020.ppm	7	8	75	73	14
Data_set/Stop/00007_00021.ppm	8	8	81	78	14
Data_set/Stop/00007_00022.ppm	8	9	88	85	14
Data_set/Stop/00007_00023.ppm	9	9	96	92	14
Data_set/Stop/00007_00024.ppm	9	9	102	100	14
Data_set/Stop/00007_00025.ppm	10	11	111	108	14
Data_set/Stop/00007_00026.ppm	11	11	117	113	14
Data_set/Stop/00007_00027.ppm	11	11	123	119	14
Data_set/Stop/00007_00028.ppm	13	12	129	123	14
Data_set/Stop/00007_00029.ppm	12	13	131	128	14
Data_set/Stop/00008_00000.ppm	5	5	24	28	14
Data_set/Stop/00008_00001.ppm	5	6	25	30	14
Data_set/Stop/00008_00002.ppm	6	5	26	29	14
Data_set/Stop/00008_00003.ppm	6	5	28	31	14
Data_set/Stop/00008_00004.ppm	6	6	29	33	14
Data_set/Stop/00008_00005.ppm	6	6	30	33	14
Data_set/Stop/00008_00006.ppm	5	5	30	35	14
Data_set/Stop/00008_00007.ppm	5	6	31	36	14
Data_set/Stop/00008_00008.ppm	6	5	33	37	14
Data_set/Stop/00008_00009.ppm	6	5	34	37	14
Data_set/Stop/00008_00010.ppm	5	5	33	39	14
Data_set/Stop/00008_00011.ppm	5	6	33	40	14
Data_set/Stop/00008_00012.ppm	5	5	35	42	14
Data_set/Stop/00008_00013.ppm	6	6	38	44	14
Data_set/Stop/00008_00014.ppm	5	5	38	44	14
Data_set/Stop/00008_00015.ppm	6	6	42	50	14
Data_set/Stop/00008_00016.ppm	6	6	42	50	14
Data_set/Stop/00008_00017.ppm	5	6	42	50	14
Data_set/Stop/00008_00018.ppm	6	5	45	51	14
Data_set/Stop/00008_00019.ppm	5	5	45	55	14
Data_set/Stop/00008_00020.ppm	5	6	47	58	14
Data_set/Stop/00008_00021.ppm	5	6	50	59	14
Data_set/Stop/00008_00022.ppm	5	6	51	62	14
Data_set/Stop/00008_00023.ppm	6	7	55	66	14
Data_set/Stop/00008_00024.ppm	6	7	59	71	14
Data_set/Stop/00008_00025.ppm	7	7	63	75	14
Data_set/Stop/00008_00026.ppm	6	8	65	84	14
Data_set/Stop/00008_00027.ppm	7	9	73	95	14
Data_set/Stop/00008_00028.ppm	7	10	79	108	14
Data_set/Stop/00008_00029.ppm	9	12	87	120	14
Data_set/Stop/00009_00000.ppm	5	5	20	22	14
Data_set/Stop/00009_00001.ppm	5	5	23	25	14
Data_set/Stop/00009_00002.ppm	5	5	23	25	14
Data_set/Stop/00009_00003.ppm	5	5	23	26	14
Data_set/Stop/00009_00004.ppm	5	6	23	27	14
Data_set/Stop/00009_00005.ppm	5	5	25	27	14
Data_set/Stop/00009_00006.ppm	5	6	24	26	14
Data_set/Stop/00009_00007.ppm	6	6	28	29	14
Data_set/Stop/00009_00008.ppm	6	5	29	30	14
Data_set/Stop/00009_00009.ppm	5	5	30	32	14
Data_set/Stop/00009_00010.ppm	6	6	33	34	14
Data_set/Stop/00009_00011.ppm	6	6	34	35	14
Data_set/Stop/00009_00012.ppm	6	6	34	35	14
Data_set/Stop/00009_00013.ppm	5	6	33	35	14
Data_set/Stop/00009_00014.ppm	5	5	34	36	14
Data_set/Stop/00009_00015.ppm	5	5	37	41	14
Data_set/Stop/00009_00016.ppm	5	5	39	42	14
Data_set/Stop/00009_00017.ppm	6	5	41	43	14
Data_set/Stop/00009_00018.ppm	5	5	43	46	14
Data_set/Stop/00009_00019.ppm	6	6	47	50	14
Data_set/Stop/00009_00020.ppm	6	6	51	53	14
Data_set/Stop/00009_00021.ppm	5	6	55	57	14
Data_set/Stop/00009_00022.ppm	5	5	58	59	14
Data_set/Stop/00009_00023.ppm	6	7	63	65	14
Data_set/Stop/00009_00024.ppm	7	7	70	70	14
Data_set/Stop/00009_00025.ppm	8	7	77	76	14
Data_set/Stop/00009_00026.ppm	8	9	86	87	14
Data_set/Stop/00009_00027.ppm	9	10	95	96	14
Data_set/Stop/00009_00028.ppm	11	11	110	108	14
Data_set/Stop/00009_00029.ppm	13	11	128	123	14
Data_set/Stop/00010_00000.ppm	5	5	51	59	14
Data_set/Stop/00010_00001.ppm	6	6	52	60	14
Data_set/Stop/00010_00002.ppm	5	6	52	61	14
Data_set/Stop/00010_00003.ppm	6	7	55	63	14
Data_set/Stop/00010_00004.ppm	6	6	56	63	14
Data_set/Stop/00010_00005.ppm	6	7	57	66	14
Data_set/Stop/00010_00006.ppm	5	6	57	65	14
Data_set/Stop/00010_00007.ppm	6	7	58	68	14
Data_set/Stop/00010_00008.ppm	6	6	59	68	14
Data_set/Stop/00010_00009.ppm	5	6	59	70	14
Data_set/Stop/00010_00010.ppm	6	7	62	72	14
Data_set/Stop/00010_00011.ppm	7	8	65	74	14
Data_set/Stop/00010_00012.ppm	6	7	64	73	14
Data_set/Stop/00010_00013.ppm	6	8	65	75	14
Data_set/Stop/00010_00014.ppm	7	8	67	77	14
Data_set/Stop/00010_00015.ppm	7	7	70	78	14
Data_set/Stop/00010_00016.ppm	7	8	72	81	14
Data_set/Stop/00010_00017.ppm	8	9	75	84	14
Data_set/Stop/00010_00018.ppm	8	8	77	85	14
Data_set/Stop/00010_00019.ppm	8	8	79	88	14
Data_set/Stop/00010_00020.ppm	9	9	84	93	14
Data_set/Stop/00010_00021.ppm	8	10	87	98	14
Data_set/Stop/00010_00022.ppm	9	10	92	102	14
Data_set/Stop/00010_00023.ppm	9	11	96	108	14
Data_set/Stop/00010_00024.ppm	9	11	103	115	14
Data_set/Stop/00010_00025.ppm	11	12	112	122	14
Data_set/Stop/00010_00026.ppm	11	12	120	130	14
Data_set/Stop/00010_00027.ppm	12	14	132	143	14
Data_set/Stop/00010_00028.ppm	14	15	147	157	14
Data_set/Stop/00010_00029.ppm	16	16	162	169	14
Data_set/Stop/00011_00000.ppm	6	6	38	38	14
Data_set/Stop/00011_00001.ppm	6	5	38	37	14
Data_set/Stop/00011_00002.ppm	6	5	38	37	14
Data_set/Stop/00011_00003.ppm	5	5	37	37	14
Data_set/Stop/00011_00004.ppm	6	5	38	37	14
Data_set/Stop/00011_00005.ppm	5	6	37	39	14
Data_set/Stop/00011_00006.ppm	6	5	38	39	14
Data_set/Stop/00011_00007.ppm	5	6	39	41	14
Data_set/Stop/00011_00008.ppm	5	5	39	39	14
Data_set/Stop/00011_00009.ppm	6	6	41	41	14
Data_set/Stop/00011_00010.ppm	6	5	42	41	14
Data_set/Stop/00011_00011.ppm	5	5	41	41	14
Data_set/Stop/00011_00012.ppm	6	5	43	42	14
Data_set/Stop/00011_00013.ppm	5	5	44	44	14
Data_set/Stop/00011_00014.ppm	5	6	44	45	14
Data_set/Stop/00011_00015.ppm	5	5	46	46	14
Data_set/Stop/00011_00016.ppm	5	5	47	47	14
Data_set/Stop/00011_00017.ppm	5	6	49	50	14
Data_set/Stop/00011_00018.ppm	6	5	52	51	14
Data_set/Stop/00011_00019.ppm	5	5	53	53	14
Data_set/Stop/00011_00020.ppm	5	5	57	57	14
Data_set/Stop/00011_00021.ppm	6	6	60	60	14
Data_set/Stop/00011_00022.ppm	6	6	64	64	14
Data_set/Stop/00011_00023.ppm	7	7	69	69	14
Data_set/Stop/00011_00024.ppm	7	8	74	74	14
Data_set/Stop/00011_00025.ppm	7	7	80	79	14
Data_set/Stop/00011_00026.ppm	8	9	90	89	14
Data_set/Stop/00011_00027.ppm	9	9	99	94	14
Data_set/Stop/00011_00028.ppm	11	11	110	106	14
Data_set/Stop/00011_00029.ppm	12	12	129	123	14
Data_set/Stop/00012_00000.ppm	5	5	38	38	14
Data_set/Stop/00012_00001.ppm	5	6	38	39	14
Data_set/Stop/00012_00002.ppm	5	6	38	39	14
Data_set/Stop/00012_00003.ppm	5	5	38	38	14
Data_set/Stop/00012_00004.ppm	6	6	39	39	14
Data_set/Stop/00012_00005.ppm	5	5	38	38	14
Data_set/Stop/00012_00006.ppm	6	5	40	39	14
Data_set/Stop/00012_00007.ppm	5	6	39	40	14
Data_set/Stop/00012_00008.ppm	5	6	39	40	14
Data_set/Stop/00012_00009.ppm	5	5	40	40	14
Data_set/Stop/00012_00010.ppm	5	5	40	40	14
Data_set/Stop/00012_00011.ppm	5	5	40	40	14
Data_set/Stop/00012_00012.ppm	6	5	41	40	14
Data_set/Stop/00012_00013.ppm	5	5	41	41	14
Data_set/Stop/00012_00014.ppm	5	5	42	42	14
Data_set/Stop/00012_00015.ppm	5	6	42	43	14
Data_set/Stop/00012_00016.ppm	6	6	44	44	14
Data_set/Stop/00012_00017.ppm	6	6	44	44	14
Data_set/Stop/00012_00018.ppm	6	5	45	44	14
Data_set/Stop/00012_00019.ppm	6	6	47	47	14
Data_set/Stop/00012_00020.ppm	5	6	46	47	14
Data_set/Stop/00012_00021.ppm	6	6	48	48	14
Data_set/Stop/00012_00022.ppm	6	5	49	48	14
Data_set/Stop/00012_00023.ppm	5	6	49	50	14
Data_set/Stop/00012_00024.ppm	6	5	51	50	14
Data_set/Stop/00012_00025.ppm	5	6	51	52	14
Data_set/Stop/00012_00026.ppm	5	5	52	52	14
Data_set/Stop/00012_00027.ppm	5	6	54	55	14
Data_set/Stop/00012_00028.ppm	6	6	58	57	14
Data_set/Stop/00012_00029.ppm	6	5	60	58	14
Data_set/Stop/00013_00000.ppm	6	6	34	35	14
Data_set/Stop/00013_00001.ppm	6	6	33	33	14
Data_set/Stop/00013_00002.ppm	5	5	31	34	14
Data_set/Stop/00013_00003.ppm	6	5	34	34	14
Data_set/Stop/00013_00004.ppm	6	5	36	36	14
Data_set/Stop/00013_00005.ppm	6	5	38	38	14
Data_set/Stop/00013_00006.ppm	6	6	40	41	14
Data_set/Stop/00013_00007.ppm	5	6	43	45	14
Data_set/Stop/00013_00008.ppm	6	6	46	47	14
Data_set/Stop/00013_00009.ppm	6	5	48	48	14
Data_set/Stop/00013_00010.ppm	6	5	52	52	14
Data_set/Stop/00013_00011.ppm	6	5	58	58	14
Data_set/Stop/00013_00012.ppm	6	7	62	62	14
Data_set/Stop/00013_00013.ppm	6	7	64	66	14
Data_set/Stop/00013_00014.ppm	6	6	68	69	14
Data_set/Stop/00013_00015.ppm	7	8	73	73	14
Data_set/Stop/00013_00016.ppm	7	7	79	80	14
Data_set/Stop/00013_00017.ppm	7	7	81	80	14
Data_set/Stop/00013_00018.ppm	9	8	85	83	14
Data_set/Stop/00013_00019.ppm	8	8	86	87	14
Data_set/Stop/00013_00020.ppm	8	9	86	86	14
Data_set/Stop/00013_00021.ppm	9	9	89	88	14
Data_set/Stop/00013_00022.ppm	9	8	91	91	14
Data_set/Stop/00013_00023.ppm	10	10	98	95	14
Data_set/Stop/00013_00024.ppm	9	9	103	102	14
Data_set/Stop/00013_00025.ppm	11	11	111	112	14
Data_set/Stop/00013_00026.ppm	11	13	125	128	14
Data_set/Stop/00013_00027.ppm	14	13	144	144	14
Data_set/Stop/00013_00028.ppm	16	15	162	162	14
Data_set/Stop/00013_00029.ppm	18	18	198	193	14
Data_set/Stop/00014_00000.ppm	5	5	33	41	14
Data_set/Stop/00014_00001.ppm	6	5	34	42	14
Data_set/Stop/00014_00002.ppm	5	5	34	43	14
Data_set/Stop/00014_00003.ppm	6	6	36	46	14
Data_set/Stop/00014_00004.ppm	6	6	36	47	14
Data_set/Stop/00014_00005.ppm	5	6	37	49	14
Data_set/Stop/00014_00006.ppm	5	6	38	50	14
Data_set/Stop/00014_00007.ppm	6	5	42	52	14
Data_set/Stop/00014_00008.ppm	6	6	44	54	14
Data_set/Stop/00014_00009.ppm	6	6	47	55	14
Data_set/Stop/00014_00010.ppm	6	5	49	57	14
Data_set/Stop/00014_00011.ppm	6	6	51	60	14
Data_set/Stop/00014_00012.ppm	6	7	54	64	14
Data_set/Stop/00014_00013.ppm	6	6	57	66	14
Data_set/Stop/00014_00014.ppm	6	6	60	69	14
Data_set/Stop/00014_00015.ppm	6	8	63	74	14
Data_set/Stop/00014_00016.ppm	6	8	64	77	14
Data_set/Stop/00014_00017.ppm	7	7	67	79	14
Data_set/Stop/00014_00018.ppm	8	8	73	83	14
Data_set/Stop/00014_00019.ppm	7	8	77	87	14
Data_set/Stop/00014_00020.ppm	9	9	84	91	14
Data_set/Stop/00014_00021.ppm	8	9	89	98	14
Data_set/Stop/00014_00022.ppm	9	9	93	100	14
Data_set/Stop/00014_00023.ppm	10	11	100	109	14
Data_set/Stop/00014_00024.ppm	10	11	106	116	14
Data_set/Stop/00014_00025.ppm	11	12	112	122	14
Data_set/Stop/00014_00026.ppm	11	13	118	130	14
Data_set/Stop/00014_00027.ppm	12	12	126	136	14
Data_set/Stop/00014_00028.ppm	13	14	135	146	14
Data_set/Stop/00014_00029.ppm	14	15	152	165	14
Data_set/Stop/00015_00000.ppm	5	5	26	26	14
Data_set/Stop/00015_00001.ppm	6	5	28	27	14
Data_set/Stop/00015_00002.ppm	6	5	29	28	14
Data_set/Stop/00015_00003.ppm	6	5	30	29	14
Data_set/Stop/00015_00004.ppm	5	5	30	30	14
Data_set/Stop/00015_00005.ppm	6	6	32	32	14
Data_set/Stop/00015_00006.ppm	6	5	32	31	14
Data_set/Stop/00015_00007.ppm	6	6	33	33	14
Data_set/Stop/00015_00008.ppm	6	6	35	35	14
Data_set/Stop/00015_00009.ppm	6	6	35	35	14
Data_set/Stop/00015_00010.ppm	6	5	37	36	14
Data_set/Stop/00015_00011.ppm	5	6	38	39	14
Data_set/Stop/00015_00012.ppm	6	6	41	41	14
Data_set/Stop/00015_00013.ppm	6	5	41	40	14
Data_set/Stop/00015_00014.ppm	6	5	43	42	14
Data_set/Stop/00015_00015.ppm	6	6	46	46	14
Data_set/Stop/00015_00016.ppm	6	6	48	48	14
Data_set/Stop/00015_00017.ppm	6	5	51	50	14
Data_set/Stop/00015_00018.ppm	5	5	53	53	14
Data_set/Stop/00015_00019.ppm	5	5	56	56	14
Data_set/Stop/00015_00020.ppm	6	6	61	61	14
Data_set/Stop/00015_00021.ppm	6	6	66	66	14
Data_set/Stop/00015_00022.ppm	8	8	73	73	14
Data_set/Stop/00015_00023.ppm	7	7	77	77	14
Data_set/Stop/00015_00024.ppm	9	8	85	84	14
Data_set/Stop/00015_00025.ppm	8	9	92	93	14
Data_set/Stop/00015_00026.ppm	9	9	102	101	14
Data_set/Stop/00015_00027.ppm	11	10	115	112	14
Data_set/Stop/00015_00028.ppm	12	12	128	128	14
Data_set/Stop/00015_00029.ppm	14	14	148	146	14
Data_set/Stop/00016_00000.ppm	6	6	53	53	14
Data_set/Stop/00016_00001.ppm	6	6	53	53	14
Data_set/Stop/00016_00002.ppm	6	6	53	53	14
Data_set/Stop/00016_00003.ppm	5	5	52	52	14
Data_set/Stop/00016_00004.ppm	6	5	53	52	14
Data_set/Stop/00016_00005.ppm	6	5	53	52	14
Data_set/Stop/00016_00006.ppm	5	5	52	52	14
Data_set/Stop/00016_00007.ppm	5	5	52	52	14
Data_set/Stop/00016_00008.ppm	5	6	52	53	14
Data_set/Stop/00016_00009.ppm	6	6	54	54	14
Data_set/Stop/00016_00010.ppm	6	6	54	54	14
Data_set/Stop/00016_00011.ppm	5	6	55	56	14
Data_set/Stop/00016_00012.ppm	5	5	55	55	14
Data_set/Stop/00016_00013.ppm	5	6	55	56	14
Data_set/Stop/00016_00014.ppm	6	5	57	56	14
Data_set/Stop/00016_00015.ppm	5	6	58	58	14
Data_set/Stop/00016_00016.ppm	5	5	59	58	14
Data_set/Stop/00016_00017.ppm	6	5	61	59	14
Data_set/Stop/00016_00018.ppm	6	7	62	62	14
Data_set/Stop/00016_00019.ppm	6	7	64	64	14
Data_set/Stop/00016_00020.ppm	7	7	67	67	14
Data_set/Stop/00016_00021.ppm	6	7	69	69	14
Data_set/Stop/00016_00022.ppm	7	6	72	70	14
Data_set/Stop/00016_00023.ppm	7	8	74	74	14
Data_set/Stop/00016_00024.ppm	7	8	76	77	14
Data_set/Stop/00016_00025.ppm	8	8	81	81	14
Data_set/Stop/00016_00026.ppm	8	9	84	84	14
Data_set/Stop/00016_00027.ppm	8	8	89	87	14
Data_set/Stop/00016_00028.ppm	10	10	99	97	14
Data_set/Stop/00016_00029.ppm	10	10	105	103	14
Data_set/Stop/00017_00000.ppm	5	5	20	21	14
Data_set/Stop/00017_00001.ppm	6	6	22	23	14
Data_set/Stop/00017_00002.ppm	6	6	22	23	14
Data_set/Stop/00017_00003.ppm	5	5	23	23	14
Data_set/Stop/00017_00004.ppm	5	6	23	24	14
Data_set/Stop/00017_00005.ppm	5	5	24	24	14
Data_set/Stop/00017_00006.ppm	6	6	26	26	14
Data_set/Stop/00017_00007.ppm	5	6	26	27	14
Data_set/Stop/00017_00008.ppm	5	6	27	28	14
Data_set/Stop/00017_00009.ppm	5	6	28	29	14
Data_set/Stop/00017_00010.ppm	5	6	27	28	14
Data_set/Stop/00017_00011.ppm	6	6	30	30	14
Data_set/Stop/00017_00012.ppm	6	5	33	32	14
Data_set/Stop/00017_00013.ppm	5	6	33	34	14
Data_set/Stop/00017_00014.ppm	6	6	35	35	14
Data_set/Stop/00017_00015.ppm	5	6	34	35	14
Data_set/Stop/00017_00016.ppm	6	5	37	36	14
Data_set/Stop/00017_00017.ppm	5	5	38	38	14
Data_set/Stop/00017_00018.ppm	6	5	42	41	14
Data_set/Stop/00017_00019.ppm	5	5	44	44	14
Data_set/Stop/00017_00020.ppm	5	5	47	48	14
Data_set/Stop/00017_00021.ppm	6	6	52	53	14
Data_set/Stop/00017_00022.ppm	5	6	55	57	14
Data_set/Stop/00017_00023.ppm	6	6	62	63	14
Data_set/Stop/00017_00024.ppm	6	6	68	69	14
Data_set/Stop/00017_00025.ppm	7	8	76	78	14
Data_set/Stop/00017_00026.ppm	8	8	84	86	14
Data_set/Stop/00017_00027.ppm	10	9	95	97	14
Data_set/Stop/00017_00028.ppm	10	11	110	114	14
Data_set/Stop/00017_00029.ppm	12	12	126	129	14
Data_set/Stop/00018_00000.ppm	6	6	37	37	14
Data_set/Stop/00018_00001.ppm	6	6	38	39	14
Data_set/Stop/00018_00002.ppm	6	5	38	38	14
Data_set/Stop/00018_00003.ppm	5	5	36	37	14
Data_set/Stop/00018_00004.ppm	6	5	39	39	14
Data_set/Stop/00018_00005.ppm	6	5	41	41	14
Data_set/Stop/00018_00006.ppm	6	5	42	42	14
Data_set/Stop/00018_00007.ppm	6	5	45	45	14
Data_set/Stop/00018_00008.ppm	5	5	46	47	14
Data_set/Stop/00018_00009.ppm	5	6	49	53	14
Data_set/Stop/00018_00010.ppm	6	5	50	50	14
Data_set/Stop/00018_00011.ppm	5	5	51	52	14
Data_set/Stop/00018_00012.ppm	6	6	53	54	14
Data_set/Stop/00018_00013.ppm	6	5	55	55	14
Data_set/Stop/00018_00014.ppm	5	5	57	58	14
Data_set/Stop/00018_00015.ppm	7	6	62	62	14
